image_path,binary_mask_path
dataset/1k_images/client_data/training_data/data/final_render_569_y1.15_z-16.41_pupil_diameter_1.57mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_569_y1.15_z-16.41_pupil_diameter_1.57mm.jpg0569.jpg
dataset/1k_images/client_data/training_data/data/final_render_56_y-24.02_z2.07_pupil_diameter_7.04mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_56_y-24.02_z2.07_pupil_diameter_7.04mm.jpg0056.jpg
dataset/1k_images/client_data/training_data/data/final_render_570_y2.85_z-13.69_pupil_diameter_2.11mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_570_y2.85_z-13.69_pupil_diameter_2.11mm.jpg0570.jpg
dataset/1k_images/client_data/training_data/data/final_render_571_y-18.26_z-24.40_pupil_diameter_5.39mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_571_y-18.26_z-24.40_pupil_diameter_5.39mm.jpg0571.jpg
dataset/1k_images/client_data/training_data/data/final_render_572_y5.35_z-10.88_pupil_diameter_1.25mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_572_y5.35_z-10.88_pupil_diameter_1.25mm.jpg0572.jpg
dataset/1k_images/client_data/training_data/data/final_render_573_y19.72_z13.44_pupil_diameter_5.28mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_573_y19.72_z13.44_pupil_diameter_5.28mm.jpg0573.jpg
dataset/1k_images/client_data/training_data/data/final_render_574_y15.64_z-26.24_pupil_diameter_3.21mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_574_y15.64_z-26.24_pupil_diameter_3.21mm.jpg0574.jpg
dataset/1k_images/client_data/training_data/data/final_render_575_y10.43_z3.35_pupil_diameter_5.59mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_575_y10.43_z3.35_pupil_diameter_5.59mm.jpg0575.jpg
dataset/1k_images/client_data/training_data/data/final_render_576_y-23.10_z5.53_pupil_diameter_2.39mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_576_y-23.10_z5.53_pupil_diameter_2.39mm.jpg0576.jpg
dataset/1k_images/client_data/training_data/data/final_render_577_y7.44_z7.41_pupil_diameter_1.62mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_577_y7.44_z7.41_pupil_diameter_1.62mm.jpg0577.jpg
dataset/1k_images/client_data/training_data/data/final_render_578_y-19.43_z-12.68_pupil_diameter_4.25mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_578_y-19.43_z-12.68_pupil_diameter_4.25mm.jpg0578.jpg
dataset/1k_images/client_data/training_data/data/final_render_579_y-20.91_z-15.49_pupil_diameter_7.71mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_579_y-20.91_z-15.49_pupil_diameter_7.71mm.jpg0579.jpg
dataset/1k_images/client_data/training_data/data/final_render_57_y-23.62_z4.99_pupil_diameter_5.59mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_57_y-23.62_z4.99_pupil_diameter_5.59mm.jpg0057.jpg
dataset/1k_images/client_data/training_data/data/final_render_580_y-27.98_z-9.44_pupil_diameter_6.63mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_580_y-27.98_z-9.44_pupil_diameter_6.63mm.jpg0580.jpg
dataset/1k_images/client_data/training_data/data/final_render_581_y8.90_z21.79_pupil_diameter_2.07mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_581_y8.90_z21.79_pupil_diameter_2.07mm.jpg0581.jpg
dataset/1k_images/client_data/training_data/data/final_render_582_y-13.71_z-0.82_pupil_diameter_1.78mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_582_y-13.71_z-0.82_pupil_diameter_1.78mm.jpg0582.jpg
dataset/1k_images/client_data/training_data/data/final_render_583_y-7.83_z10.26_pupil_diameter_1.72mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_583_y-7.83_z10.26_pupil_diameter_1.72mm.jpg0583.jpg
dataset/1k_images/client_data/training_data/data/final_render_584_y22.94_z5.48_pupil_diameter_4.44mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_584_y22.94_z5.48_pupil_diameter_4.44mm.jpg0584.jpg
dataset/1k_images/client_data/training_data/data/final_render_585_y-11.05_z-2.56_pupil_diameter_6.23mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_585_y-11.05_z-2.56_pupil_diameter_6.23mm.jpg0585.jpg
dataset/1k_images/client_data/training_data/data/final_render_586_y24.61_z23.67_pupil_diameter_1.89mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_586_y24.61_z23.67_pupil_diameter_1.89mm.jpg0586.jpg
dataset/1k_images/client_data/training_data/data/final_render_587_y-17.82_z12.73_pupil_diameter_6.87mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_587_y-17.82_z12.73_pupil_diameter_6.87mm.jpg0587.jpg
dataset/1k_images/client_data/training_data/data/final_render_588_y-1.56_z-23.25_pupil_diameter_5.49mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_588_y-1.56_z-23.25_pupil_diameter_5.49mm.jpg0588.jpg
dataset/1k_images/client_data/training_data/data/final_render_589_y-23.50_z25.17_pupil_diameter_1.95mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_589_y-23.50_z25.17_pupil_diameter_1.95mm.jpg0589.jpg
dataset/1k_images/client_data/training_data/data/final_render_58_y17.82_z16.96_pupil_diameter_4.03mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_58_y17.82_z16.96_pupil_diameter_4.03mm.jpg0058.jpg
dataset/1k_images/client_data/training_data/data/final_render_590_y11.63_z-16.35_pupil_diameter_7.11mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_590_y11.63_z-16.35_pupil_diameter_7.11mm.jpg0590.jpg
dataset/1k_images/client_data/training_data/data/final_render_591_y-23.02_z-11.36_pupil_diameter_1.81mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_591_y-23.02_z-11.36_pupil_diameter_1.81mm.jpg0591.jpg
dataset/1k_images/client_data/training_data/data/final_render_592_y-2.72_z19.08_pupil_diameter_6.96mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_592_y-2.72_z19.08_pupil_diameter_6.96mm.jpg0592.jpg
dataset/1k_images/client_data/training_data/data/final_render_593_y-25.29_z-26.06_pupil_diameter_6.56mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_593_y-25.29_z-26.06_pupil_diameter_6.56mm.jpg0593.jpg
dataset/1k_images/client_data/training_data/data/final_render_594_y21.66_z-22.27_pupil_diameter_3.80mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_594_y21.66_z-22.27_pupil_diameter_3.80mm.jpg0594.jpg
dataset/1k_images/client_data/training_data/data/final_render_595_y16.33_z-25.09_pupil_diameter_1.44mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_595_y16.33_z-25.09_pupil_diameter_1.44mm.jpg0595.jpg
dataset/1k_images/client_data/training_data/data/final_render_596_y-9.15_z-10.09_pupil_diameter_4.09mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_596_y-9.15_z-10.09_pupil_diameter_4.09mm.jpg0596.jpg
dataset/1k_images/client_data/training_data/data/final_render_597_y28.76_z17.88_pupil_diameter_6.50mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_597_y28.76_z17.88_pupil_diameter_6.50mm.jpg0597.jpg
dataset/1k_images/client_data/training_data/data/final_render_598_y29.39_z29.98_pupil_diameter_2.78mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_598_y29.39_z29.98_pupil_diameter_2.78mm.jpg0598.jpg
dataset/1k_images/client_data/training_data/data/final_render_599_y-29.72_z10.64_pupil_diameter_5.17mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_599_y-29.72_z10.64_pupil_diameter_5.17mm.jpg0599.jpg
dataset/1k_images/client_data/training_data/data/final_render_59_y-18.55_z12.14_pupil_diameter_1.20mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_59_y-18.55_z12.14_pupil_diameter_1.20mm.jpg0059.jpg
dataset/1k_images/client_data/training_data/data/final_render_5_y15.07_z-22.03_pupil_diameter_4.64mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_5_y15.07_z-22.03_pupil_diameter_4.64mm.jpg0005.jpg
dataset/1k_images/client_data/training_data/data/final_render_600_y-3.35_z-24.23_pupil_diameter_5.66mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_600_y-3.35_z-24.23_pupil_diameter_5.66mm.jpg0600.jpg
dataset/1k_images/client_data/training_data/data/final_render_601_y23.68_z26.42_pupil_diameter_5.60mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_601_y23.68_z26.42_pupil_diameter_5.60mm.jpg0601.jpg
dataset/1k_images/client_data/training_data/data/final_render_602_y-10.67_z-0.95_pupil_diameter_1.37mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_602_y-10.67_z-0.95_pupil_diameter_1.37mm.jpg0602.jpg
dataset/1k_images/client_data/training_data/data/final_render_603_y11.31_z28.01_pupil_diameter_7.60mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_603_y11.31_z28.01_pupil_diameter_7.60mm.jpg0603.jpg
dataset/1k_images/client_data/training_data/data/final_render_604_y-15.97_z-22.16_pupil_diameter_2.33mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_604_y-15.97_z-22.16_pupil_diameter_2.33mm.jpg0604.jpg
dataset/1k_images/client_data/training_data/data/final_render_605_y-23.63_z5.70_pupil_diameter_1.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_605_y-23.63_z5.70_pupil_diameter_1.35mm.jpg0605.jpg
dataset/1k_images/client_data/training_data/data/final_render_606_y-19.38_z1.69_pupil_diameter_7.52mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_606_y-19.38_z1.69_pupil_diameter_7.52mm.jpg0606.jpg
dataset/1k_images/client_data/training_data/data/final_render_607_y-18.05_z-7.73_pupil_diameter_3.37mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_607_y-18.05_z-7.73_pupil_diameter_3.37mm.jpg0607.jpg
dataset/1k_images/client_data/training_data/data/final_render_608_y3.38_z-22.78_pupil_diameter_6.40mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_608_y3.38_z-22.78_pupil_diameter_6.40mm.jpg0608.jpg
dataset/1k_images/client_data/training_data/data/final_render_609_y-15.00_z28.86_pupil_diameter_6.78mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_609_y-15.00_z28.86_pupil_diameter_6.78mm.jpg0609.jpg
dataset/1k_images/client_data/training_data/data/final_render_60_y-13.38_z-12.84_pupil_diameter_1.18mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_60_y-13.38_z-12.84_pupil_diameter_1.18mm.jpg0060.jpg
dataset/1k_images/client_data/training_data/data/final_render_610_y-26.16_z-28.24_pupil_diameter_6.72mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_610_y-26.16_z-28.24_pupil_diameter_6.72mm.jpg0610.jpg
dataset/1k_images/client_data/training_data/data/final_render_611_y19.82_z-14.33_pupil_diameter_4.64mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_611_y19.82_z-14.33_pupil_diameter_4.64mm.jpg0611.jpg
dataset/1k_images/client_data/training_data/data/final_render_612_y-24.36_z22.61_pupil_diameter_3.23mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_612_y-24.36_z22.61_pupil_diameter_3.23mm.jpg0612.jpg
dataset/1k_images/client_data/training_data/data/final_render_613_y-20.85_z-8.34_pupil_diameter_4.44mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_613_y-20.85_z-8.34_pupil_diameter_4.44mm.jpg0613.jpg
dataset/1k_images/client_data/training_data/data/final_render_614_y13.06_z-25.88_pupil_diameter_4.28mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_614_y13.06_z-25.88_pupil_diameter_4.28mm.jpg0614.jpg
dataset/1k_images/client_data/training_data/data/final_render_615_y1.00_z4.74_pupil_diameter_3.41mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_615_y1.00_z4.74_pupil_diameter_3.41mm.jpg0615.jpg
dataset/1k_images/client_data/training_data/data/final_render_616_y24.39_z-8.78_pupil_diameter_4.41mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_616_y24.39_z-8.78_pupil_diameter_4.41mm.jpg0616.jpg
dataset/1k_images/client_data/training_data/data/final_render_617_y7.63_z-27.44_pupil_diameter_5.55mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_617_y7.63_z-27.44_pupil_diameter_5.55mm.jpg0617.jpg
dataset/1k_images/client_data/training_data/data/final_render_618_y25.68_z9.31_pupil_diameter_2.94mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_618_y25.68_z9.31_pupil_diameter_2.94mm.jpg0618.jpg
dataset/1k_images/client_data/training_data/data/final_render_619_y21.11_z-12.33_pupil_diameter_7.19mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_619_y21.11_z-12.33_pupil_diameter_7.19mm.jpg0619.jpg
dataset/1k_images/client_data/training_data/data/final_render_61_y15.71_z-13.28_pupil_diameter_7.93mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_61_y15.71_z-13.28_pupil_diameter_7.93mm.jpg0061.jpg
dataset/1k_images/client_data/training_data/data/final_render_620_y26.72_z12.05_pupil_diameter_3.99mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_620_y26.72_z12.05_pupil_diameter_3.99mm.jpg0620.jpg
dataset/1k_images/client_data/training_data/data/final_render_621_y16.66_z-6.36_pupil_diameter_2.79mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_621_y16.66_z-6.36_pupil_diameter_2.79mm.jpg0621.jpg
dataset/1k_images/client_data/training_data/data/final_render_622_y-27.91_z-29.47_pupil_diameter_6.42mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_622_y-27.91_z-29.47_pupil_diameter_6.42mm.jpg0622.jpg
dataset/1k_images/client_data/training_data/data/final_render_623_y-8.93_z12.72_pupil_diameter_3.63mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_623_y-8.93_z12.72_pupil_diameter_3.63mm.jpg0623.jpg
dataset/1k_images/client_data/training_data/data/final_render_624_y2.76_z-4.02_pupil_diameter_2.49mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_624_y2.76_z-4.02_pupil_diameter_2.49mm.jpg0624.jpg
dataset/1k_images/client_data/training_data/data/final_render_625_y-28.37_z-0.10_pupil_diameter_4.43mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_625_y-28.37_z-0.10_pupil_diameter_4.43mm.jpg0625.jpg
dataset/1k_images/client_data/training_data/data/final_render_626_y11.05_z-15.85_pupil_diameter_3.88mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_626_y11.05_z-15.85_pupil_diameter_3.88mm.jpg0626.jpg
dataset/1k_images/client_data/training_data/data/final_render_627_y23.40_z-14.42_pupil_diameter_1.30mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_627_y23.40_z-14.42_pupil_diameter_1.30mm.jpg0627.jpg
dataset/1k_images/client_data/training_data/data/final_render_628_y29.27_z12.05_pupil_diameter_4.53mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_628_y29.27_z12.05_pupil_diameter_4.53mm.jpg0628.jpg
dataset/1k_images/client_data/training_data/data/final_render_629_y-21.61_z-0.83_pupil_diameter_6.46mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_629_y-21.61_z-0.83_pupil_diameter_6.46mm.jpg0629.jpg
dataset/1k_images/client_data/training_data/data/final_render_62_y3.78_z6.67_pupil_diameter_3.25mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_62_y3.78_z6.67_pupil_diameter_3.25mm.jpg0062.jpg
dataset/1k_images/client_data/training_data/data/final_render_630_y0.34_z-12.25_pupil_diameter_3.85mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_630_y0.34_z-12.25_pupil_diameter_3.85mm.jpg0630.jpg
dataset/1k_images/client_data/training_data/data/final_render_631_y27.55_z-1.87_pupil_diameter_3.84mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_631_y27.55_z-1.87_pupil_diameter_3.84mm.jpg0631.jpg
dataset/1k_images/client_data/training_data/data/final_render_632_y-10.73_z11.55_pupil_diameter_7.43mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_632_y-10.73_z11.55_pupil_diameter_7.43mm.jpg0632.jpg
dataset/1k_images/client_data/training_data/data/final_render_633_y-12.08_z-1.47_pupil_diameter_2.74mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_633_y-12.08_z-1.47_pupil_diameter_2.74mm.jpg0633.jpg
dataset/1k_images/client_data/training_data/data/final_render_634_y-5.14_z-26.17_pupil_diameter_2.85mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_634_y-5.14_z-26.17_pupil_diameter_2.85mm.jpg0634.jpg
dataset/1k_images/client_data/training_data/data/final_render_635_y-24.31_z-4.50_pupil_diameter_2.65mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_635_y-24.31_z-4.50_pupil_diameter_2.65mm.jpg0635.jpg
dataset/1k_images/client_data/training_data/data/final_render_636_y7.93_z11.96_pupil_diameter_2.63mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_636_y7.93_z11.96_pupil_diameter_2.63mm.jpg0636.jpg
dataset/1k_images/client_data/training_data/data/final_render_637_y-9.11_z28.09_pupil_diameter_1.88mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_637_y-9.11_z28.09_pupil_diameter_1.88mm.jpg0637.jpg
dataset/1k_images/client_data/training_data/data/final_render_638_y22.26_z6.29_pupil_diameter_6.18mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_638_y22.26_z6.29_pupil_diameter_6.18mm.jpg0638.jpg
dataset/1k_images/client_data/training_data/data/final_render_639_y26.15_z10.32_pupil_diameter_4.04mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_639_y26.15_z10.32_pupil_diameter_4.04mm.jpg0639.jpg
dataset/1k_images/client_data/training_data/data/final_render_63_y10.61_z16.37_pupil_diameter_2.19mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_63_y10.61_z16.37_pupil_diameter_2.19mm.jpg0063.jpg
dataset/1k_images/client_data/training_data/data/final_render_640_y9.60_z-17.37_pupil_diameter_7.09mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_640_y9.60_z-17.37_pupil_diameter_7.09mm.jpg0640.jpg
dataset/1k_images/client_data/training_data/data/final_render_641_y-26.99_z-12.51_pupil_diameter_1.03mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_641_y-26.99_z-12.51_pupil_diameter_1.03mm.jpg0641.jpg
dataset/1k_images/client_data/training_data/data/final_render_642_y-7.67_z7.96_pupil_diameter_2.91mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_642_y-7.67_z7.96_pupil_diameter_2.91mm.jpg0642.jpg
dataset/1k_images/client_data/training_data/data/final_render_643_y16.40_z20.23_pupil_diameter_4.84mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_643_y16.40_z20.23_pupil_diameter_4.84mm.jpg0643.jpg
dataset/1k_images/client_data/training_data/data/final_render_644_y25.15_z-21.97_pupil_diameter_7.11mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_644_y25.15_z-21.97_pupil_diameter_7.11mm.jpg0644.jpg
dataset/1k_images/client_data/training_data/data/final_render_645_y9.87_z-10.68_pupil_diameter_6.96mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_645_y9.87_z-10.68_pupil_diameter_6.96mm.jpg0645.jpg
dataset/1k_images/client_data/training_data/data/final_render_646_y7.23_z18.40_pupil_diameter_4.97mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_646_y7.23_z18.40_pupil_diameter_4.97mm.jpg0646.jpg
dataset/1k_images/client_data/training_data/data/final_render_647_y19.77_z-11.41_pupil_diameter_4.42mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_647_y19.77_z-11.41_pupil_diameter_4.42mm.jpg0647.jpg
dataset/1k_images/client_data/training_data/data/final_render_648_y11.98_z1.26_pupil_diameter_4.20mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_648_y11.98_z1.26_pupil_diameter_4.20mm.jpg0648.jpg
dataset/1k_images/client_data/training_data/data/final_render_649_y-24.03_z13.77_pupil_diameter_4.08mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_649_y-24.03_z13.77_pupil_diameter_4.08mm.jpg0649.jpg
dataset/1k_images/client_data/training_data/data/final_render_64_y22.26_z-29.71_pupil_diameter_2.24mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_64_y22.26_z-29.71_pupil_diameter_2.24mm.jpg0064.jpg
dataset/1k_images/client_data/training_data/data/final_render_650_y-14.85_z11.06_pupil_diameter_4.49mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_650_y-14.85_z11.06_pupil_diameter_4.49mm.jpg0650.jpg
dataset/1k_images/client_data/training_data/data/final_render_651_y-28.88_z7.83_pupil_diameter_7.86mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_651_y-28.88_z7.83_pupil_diameter_7.86mm.jpg0651.jpg
dataset/1k_images/client_data/training_data/data/final_render_652_y3.75_z4.36_pupil_diameter_2.46mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_652_y3.75_z4.36_pupil_diameter_2.46mm.jpg0652.jpg
dataset/1k_images/client_data/training_data/data/final_render_653_y6.29_z3.76_pupil_diameter_1.17mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_653_y6.29_z3.76_pupil_diameter_1.17mm.jpg0653.jpg
dataset/1k_images/client_data/training_data/data/final_render_654_y5.47_z-10.44_pupil_diameter_2.10mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_654_y5.47_z-10.44_pupil_diameter_2.10mm.jpg0654.jpg
dataset/1k_images/client_data/training_data/data/final_render_655_y1.62_z-4.57_pupil_diameter_1.58mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_655_y1.62_z-4.57_pupil_diameter_1.58mm.jpg0655.jpg
dataset/1k_images/client_data/training_data/data/final_render_656_y-3.26_z-12.65_pupil_diameter_2.15mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_656_y-3.26_z-12.65_pupil_diameter_2.15mm.jpg0656.jpg
dataset/1k_images/client_data/training_data/data/final_render_657_y21.82_z21.20_pupil_diameter_1.36mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_657_y21.82_z21.20_pupil_diameter_1.36mm.jpg0657.jpg
dataset/1k_images/client_data/training_data/data/final_render_658_y5.51_z-2.02_pupil_diameter_6.19mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_658_y5.51_z-2.02_pupil_diameter_6.19mm.jpg0658.jpg
dataset/1k_images/client_data/training_data/data/final_render_659_y2.42_z22.75_pupil_diameter_3.73mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_659_y2.42_z22.75_pupil_diameter_3.73mm.jpg0659.jpg
dataset/1k_images/client_data/training_data/data/final_render_65_y2.07_z3.50_pupil_diameter_4.44mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_65_y2.07_z3.50_pupil_diameter_4.44mm.jpg0065.jpg
dataset/1k_images/client_data/training_data/data/final_render_660_y-8.75_z20.28_pupil_diameter_5.19mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_660_y-8.75_z20.28_pupil_diameter_5.19mm.jpg0660.jpg
dataset/1k_images/client_data/training_data/data/final_render_661_y27.12_z-13.04_pupil_diameter_4.96mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_661_y27.12_z-13.04_pupil_diameter_4.96mm.jpg0661.jpg
dataset/1k_images/client_data/training_data/data/final_render_662_y-3.71_z-21.43_pupil_diameter_5.35mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_662_y-3.71_z-21.43_pupil_diameter_5.35mm.jpg0662.jpg
dataset/1k_images/client_data/training_data/data/final_render_663_y-9.13_z3.22_pupil_diameter_4.18mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_663_y-9.13_z3.22_pupil_diameter_4.18mm.jpg0663.jpg
dataset/1k_images/client_data/training_data/data/final_render_664_y-20.05_z-27.40_pupil_diameter_4.37mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_664_y-20.05_z-27.40_pupil_diameter_4.37mm.jpg0664.jpg
dataset/1k_images/client_data/training_data/data/final_render_665_y26.45_z1.13_pupil_diameter_4.56mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_665_y26.45_z1.13_pupil_diameter_4.56mm.jpg0665.jpg
dataset/1k_images/client_data/training_data/data/final_render_666_y-15.35_z24.35_pupil_diameter_3.80mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_666_y-15.35_z24.35_pupil_diameter_3.80mm.jpg0666.jpg
dataset/1k_images/client_data/training_data/data/final_render_667_y-27.64_z11.72_pupil_diameter_4.47mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_667_y-27.64_z11.72_pupil_diameter_4.47mm.jpg0667.jpg
dataset/1k_images/client_data/training_data/data/final_render_668_y-27.60_z3.03_pupil_diameter_5.47mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_668_y-27.60_z3.03_pupil_diameter_5.47mm.jpg0668.jpg
dataset/1k_images/client_data/training_data/data/final_render_669_y13.69_z16.28_pupil_diameter_1.72mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_669_y13.69_z16.28_pupil_diameter_1.72mm.jpg0669.jpg
dataset/1k_images/client_data/training_data/data/final_render_66_y16.55_z25.75_pupil_diameter_3.39mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_66_y16.55_z25.75_pupil_diameter_3.39mm.jpg0066.jpg
dataset/1k_images/client_data/training_data/data/final_render_670_y-28.54_z-14.40_pupil_diameter_2.21mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_670_y-28.54_z-14.40_pupil_diameter_2.21mm.jpg0670.jpg
dataset/1k_images/client_data/training_data/data/final_render_671_y24.14_z-15.16_pupil_diameter_2.68mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_671_y24.14_z-15.16_pupil_diameter_2.68mm.jpg0671.jpg
dataset/1k_images/client_data/training_data/data/final_render_672_y11.87_z-29.32_pupil_diameter_6.73mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_672_y11.87_z-29.32_pupil_diameter_6.73mm.jpg0672.jpg
dataset/1k_images/client_data/training_data/data/final_render_673_y-7.61_z-8.95_pupil_diameter_6.12mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_673_y-7.61_z-8.95_pupil_diameter_6.12mm.jpg0673.jpg
dataset/1k_images/client_data/training_data/data/final_render_674_y-1.44_z19.49_pupil_diameter_7.04mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_674_y-1.44_z19.49_pupil_diameter_7.04mm.jpg0674.jpg
dataset/1k_images/client_data/training_data/data/final_render_675_y-26.05_z7.72_pupil_diameter_6.99mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_675_y-26.05_z7.72_pupil_diameter_6.99mm.jpg0675.jpg
dataset/1k_images/client_data/training_data/data/final_render_676_y-16.34_z8.50_pupil_diameter_1.73mm.png,dataset/1k_images/client_data/training_data/binary_mask/final_render_676_y-16.34_z8.50_pupil_diameter_1.73mm.jpg0676.jpg
