image_path,diameter
dataset/1k_images/host_data/training_data/data/final_render_324_y-24.24_z-7.12_pupil_diameter_6.46mm.png,6.46
dataset/1k_images/host_data/training_data/data/final_render_325_y-6.29_z-10.01_pupil_diameter_2.71mm.png,2.71
dataset/1k_images/host_data/training_data/data/final_render_326_y25.82_z25.58_pupil_diameter_2.68mm.png,2.68
dataset/1k_images/host_data/training_data/data/final_render_327_y17.56_z-2.26_pupil_diameter_4.30mm.png,4.30
dataset/1k_images/host_data/training_data/data/final_render_328_y-27.80_z-14.84_pupil_diameter_7.70mm.png,7.70
dataset/1k_images/host_data/training_data/data/final_render_329_y26.38_z0.98_pupil_diameter_6.20mm.png,6.20
dataset/1k_images/host_data/training_data/data/final_render_32_y-29.46_z-4.03_pupil_diameter_1.83mm.png,1.83
dataset/1k_images/host_data/training_data/data/final_render_330_y-15.44_z3.53_pupil_diameter_3.80mm.png,3.80
dataset/1k_images/host_data/training_data/data/final_render_331_y21.45_z-20.42_pupil_diameter_3.49mm.png,3.49
dataset/1k_images/host_data/training_data/data/final_render_332_y-5.68_z11.58_pupil_diameter_6.91mm.png,6.91
dataset/1k_images/host_data/training_data/data/final_render_333_y19.60_z-10.37_pupil_diameter_4.47mm.png,4.47
dataset/1k_images/host_data/training_data/data/final_render_334_y6.50_z26.56_pupil_diameter_2.47mm.png,2.47
dataset/1k_images/host_data/training_data/data/final_render_335_y3.21_z-6.59_pupil_diameter_2.20mm.png,2.20
dataset/1k_images/host_data/training_data/data/final_render_336_y11.99_z21.09_pupil_diameter_2.22mm.png,2.22
dataset/1k_images/host_data/training_data/data/final_render_337_y-23.50_z21.05_pupil_diameter_4.68mm.png,4.68
dataset/1k_images/host_data/training_data/data/final_render_338_y-7.81_z-20.09_pupil_diameter_2.51mm.png,2.51
dataset/1k_images/host_data/training_data/data/final_render_339_y-17.94_z7.39_pupil_diameter_5.29mm.png,5.29
dataset/1k_images/host_data/training_data/data/final_render_33_y-17.02_z29.27_pupil_diameter_1.18mm.png,1.18
dataset/1k_images/host_data/training_data/data/final_render_340_y-3.32_z5.60_pupil_diameter_1.67mm.png,1.67
dataset/1k_images/host_data/training_data/data/final_render_341_y-20.37_z-16.89_pupil_diameter_1.24mm.png,1.24
dataset/1k_images/host_data/training_data/data/final_render_342_y-23.02_z-8.40_pupil_diameter_4.34mm.png,4.34
dataset/1k_images/host_data/training_data/data/final_render_343_y21.96_z-4.75_pupil_diameter_3.41mm.png,3.41
dataset/1k_images/host_data/training_data/data/final_render_344_y0.71_z-11.81_pupil_diameter_3.33mm.png,3.33
dataset/1k_images/host_data/training_data/data/final_render_345_y27.22_z21.79_pupil_diameter_4.54mm.png,4.54
dataset/1k_images/host_data/training_data/data/final_render_346_y-20.33_z-4.52_pupil_diameter_3.71mm.png,3.71
dataset/1k_images/host_data/training_data/data/final_render_347_y15.08_z-28.21_pupil_diameter_3.19mm.png,3.19
dataset/1k_images/host_data/training_data/data/final_render_348_y-0.40_z-26.35_pupil_diameter_7.40mm.png,7.40
dataset/1k_images/host_data/training_data/data/final_render_349_y5.06_z-22.93_pupil_diameter_1.15mm.png,1.15
dataset/1k_images/host_data/training_data/data/final_render_34_y23.16_z-17.98_pupil_diameter_6.26mm.png,6.26
dataset/1k_images/host_data/training_data/data/final_render_350_y-7.68_z-13.94_pupil_diameter_5.42mm.png,5.42
dataset/1k_images/host_data/training_data/data/final_render_351_y-15.63_z-12.60_pupil_diameter_1.37mm.png,1.37
dataset/1k_images/host_data/training_data/data/final_render_352_y-8.41_z-17.28_pupil_diameter_4.50mm.png,4.50
dataset/1k_images/host_data/training_data/data/final_render_353_y-21.21_z-4.11_pupil_diameter_3.50mm.png,3.50
dataset/1k_images/host_data/training_data/data/final_render_354_y6.13_z-12.73_pupil_diameter_7.06mm.png,7.06
dataset/1k_images/host_data/training_data/data/final_render_355_y2.74_z-19.99_pupil_diameter_7.18mm.png,7.18
dataset/1k_images/host_data/training_data/data/final_render_356_y-5.73_z0.58_pupil_diameter_2.89mm.png,2.89
dataset/1k_images/host_data/training_data/data/final_render_357_y-5.00_z16.54_pupil_diameter_1.44mm.png,1.44
dataset/1k_images/host_data/training_data/data/final_render_358_y9.21_z24.33_pupil_diameter_5.10mm.png,5.10
dataset/1k_images/host_data/training_data/data/final_render_359_y-19.04_z-2.56_pupil_diameter_4.05mm.png,4.05
dataset/1k_images/host_data/training_data/data/final_render_35_y8.01_z-24.82_pupil_diameter_2.43mm.png,2.43
dataset/1k_images/host_data/training_data/data/final_render_360_y12.19_z28.47_pupil_diameter_5.02mm.png,5.02
dataset/1k_images/host_data/training_data/data/final_render_361_y27.34_z-12.63_pupil_diameter_4.09mm.png,4.09
dataset/1k_images/host_data/training_data/data/final_render_362_y7.48_z-18.21_pupil_diameter_5.33mm.png,5.33
dataset/1k_images/host_data/training_data/data/final_render_363_y-22.44_z-14.63_pupil_diameter_2.48mm.png,2.48
dataset/1k_images/host_data/training_data/data/final_render_364_y-2.86_z12.49_pupil_diameter_7.73mm.png,7.73
dataset/1k_images/host_data/training_data/data/final_render_365_y4.52_z-28.20_pupil_diameter_4.78mm.png,4.78
dataset/1k_images/host_data/training_data/data/final_render_366_y-9.82_z4.17_pupil_diameter_4.62mm.png,4.62
dataset/1k_images/host_data/training_data/data/final_render_367_y-9.31_z-7.65_pupil_diameter_2.59mm.png,2.59
dataset/1k_images/host_data/training_data/data/final_render_368_y14.25_z14.41_pupil_diameter_5.16mm.png,5.16
dataset/1k_images/host_data/training_data/data/final_render_369_y11.19_z19.63_pupil_diameter_7.24mm.png,7.24
dataset/1k_images/host_data/training_data/data/final_render_36_y-15.14_z9.87_pupil_diameter_3.76mm.png,3.76
dataset/1k_images/host_data/training_data/data/final_render_370_y21.49_z28.88_pupil_diameter_7.47mm.png,7.47
dataset/1k_images/host_data/training_data/data/final_render_371_y-17.72_z25.39_pupil_diameter_7.40mm.png,7.40
dataset/1k_images/host_data/training_data/data/final_render_372_y-24.24_z-17.63_pupil_diameter_1.01mm.png,1.01
dataset/1k_images/host_data/training_data/data/final_render_373_y18.59_z5.69_pupil_diameter_3.73mm.png,3.73
dataset/1k_images/host_data/training_data/data/final_render_374_y-20.18_z12.83_pupil_diameter_4.16mm.png,4.16
dataset/1k_images/host_data/training_data/data/final_render_375_y14.68_z3.01_pupil_diameter_7.06mm.png,7.06
dataset/1k_images/host_data/training_data/data/final_render_376_y23.03_z-26.82_pupil_diameter_7.98mm.png,7.98
dataset/1k_images/host_data/training_data/data/final_render_377_y-2.97_z2.53_pupil_diameter_6.98mm.png,6.98
dataset/1k_images/host_data/training_data/data/final_render_378_y3.73_z21.48_pupil_diameter_6.72mm.png,6.72
dataset/1k_images/host_data/training_data/data/final_render_379_y-4.24_z-3.45_pupil_diameter_1.32mm.png,1.32
dataset/1k_images/host_data/training_data/data/final_render_37_y-4.50_z7.91_pupil_diameter_6.35mm.png,6.35
dataset/1k_images/host_data/training_data/data/final_render_380_y16.59_z24.07_pupil_diameter_1.21mm.png,1.21
dataset/1k_images/host_data/training_data/data/final_render_381_y24.51_z12.91_pupil_diameter_6.84mm.png,6.84
dataset/1k_images/host_data/training_data/data/final_render_382_y-24.69_z-19.34_pupil_diameter_3.21mm.png,3.21
dataset/1k_images/host_data/training_data/data/final_render_383_y19.64_z21.33_pupil_diameter_6.94mm.png,6.94
dataset/1k_images/host_data/training_data/data/final_render_384_y-14.07_z-14.01_pupil_diameter_5.12mm.png,5.12
dataset/1k_images/host_data/training_data/data/final_render_385_y6.37_z-14.73_pupil_diameter_5.06mm.png,5.06
dataset/1k_images/host_data/training_data/data/final_render_386_y6.96_z13.33_pupil_diameter_6.36mm.png,6.36
dataset/1k_images/host_data/training_data/data/final_render_387_y0.51_z28.43_pupil_diameter_7.60mm.png,7.60
dataset/1k_images/host_data/training_data/data/final_render_388_y11.96_z-9.76_pupil_diameter_4.56mm.png,4.56
